Molecola1,Molecola2, EditDistance
HOTAIR,CRW2_GIII_E_22_nH.db,47.29907773386034
HOTAIR,CRW2_GIII_E_23_nH.db,50.86092715231788
HOTAIR,CRW2_GIII_E_24_nH.db,36.76767676767677
HOTAIR,CRW2_GIII_E_25_nH.db,48.0225988700565
HOTAIR,CRW2_GIII_E_26_nH.db,17.725118483412327
HOTAIR,CRW2_GIII_E_27_nH.db,19.38610662358643
HOTAIR,CRW2_GIII_E_28_nH.db,40.85714285714286
HOTAIR,CRW2_GIII_E_29_nH.db,15.481002425222313
HOTAIR,CRW2_GIII_E_30_nH.db,30.87248322147651
HOTAIR,CRW2_GIII_E_31_nH.db,40.20202020202021
HOTAIR,CRW2_GIII_E_32_nH.db,16.47540983606557
HOTAIR,CRW2_GIII_E_33_nH.db,39.29292929292929
HOTAIR,CRW2_GIII_E_35_nH.db,58.56
HOTAIR,CRW2_GIII_E_4_nH.db,45.51282051282052
HOTAIR,CRW2_GIII_E_5_nH.db,45.46684709066305
HOTAIR,CRW2_GIII_E_6_nH.db,49.919224555735056
HOTAIR,CRW2_GIII_E_7_nH.db,45.87378640776699
HOTAIR,CRW2_GIII_E_8_nH.db,46.76165803108808
HOTAIR,CRW2_GIII_E_9_nH.db,13.875047911077043
HOTAIR,SRPdb_SRP_131_nH.db,53.57142857142857
HOTAIR,SRPdb_SRP_233_nH.db,53.19548872180451
HOTAIR,SRPdb_SRP_244_nH.db,53.57142857142857
HOTAIR,SRPdb_SRP_41_nH.db,55.07518796992481
HOTAIR,SRPdb_SRP_517_nH.db,54.323308270676684
HOTAIR,SRPdb_SRP_674_nH.db,53.19548872180451
HOTAIR,SRPdb_SRP_701_nH.db,54.13533834586466
HOTAIR,SRPdb_SRP_714_nH.db,53.19548872180451
HOTAIR,SRPdb_SRP_78_nH.db,54.51127819548872
HOTAIR,SRPdb_SRP_821_nH.db,53.57142857142857
HOTAIR,SRPdb_SRP_873_nH.db,56.28517823639775
HOTAIR,SRPdb_SRP_95_nH.db,55.909943714821765
HOTAIR,tmRNAdb_tmRNA_194_nH.db,20.21604938271605
HOTAIR,tmRNAdb_tmRNA_254_nH.db,17.394578313253017
HOTAIR,tmRNAdb_tmRNA_25_nH.db,17.28024042073629
HOTAIR,tmRNAdb_tmRNA_594_nH.db,17.731029301277236
HOTAIR,tmRNAdb_tmRNA_691_nH.db,17.580766341096922
