Molecola1,Molecola2, LocalComparison
HOTAIR,CRW2_GIII_E_20_nH.db,16.522988505747126
HOTAIR,CRW2_GIII_E_21_nH.db,14.285714285714286
HOTAIR,CRW2_GIII_E_22_nH.db,15.2832674571805
HOTAIR,CRW2_GIII_E_23_nH.db,14.966887417218542
HOTAIR,CRW2_GIII_E_24_nH.db,7.171717171717172
HOTAIR,CRW2_GIII_E_25_nH.db,20.338983050847457
HOTAIR,CRW2_GIII_E_26_nH.db,5.734597156398104
HOTAIR,CRW2_GIII_E_27_nH.db,7.862143241787829
HOTAIR,CRW2_GIII_E_28_nH.db,15.047619047619047
HOTAIR,CRW2_GIII_E_29_nH.db,6.022635408245756
HOTAIR,CRW2_GIII_E_30_nH.db,11.996644295302014
HOTAIR,CRW2_GIII_E_31_nH.db,14.94949494949495
HOTAIR,CRW2_GIII_E_32_nH.db,6.352459016393443
HOTAIR,CRW2_GIII_E_33_nH.db,14.04040404040404
HOTAIR,CRW2_GIII_E_35_nH.db,28.48
HOTAIR,CRW2_GIII_E_4_nH.db,9.23076923076923
HOTAIR,CRW2_GIII_E_5_nH.db,14.343707713125847
HOTAIR,CRW2_GIII_E_6_nH.db,17.77059773828756
HOTAIR,CRW2_GIII_E_7_nH.db,13.95631067961165
HOTAIR,CRW2_GIII_E_8_nH.db,13.601036269430052
HOTAIR,CRW2_GIII_E_9_nH.db,2.9896512073591412
HOTAIR,SRPdb_SRP_131_nH.db,24.24812030075188
HOTAIR,SRPdb_SRP_233_nH.db,23.30827067669173
HOTAIR,SRPdb_SRP_244_nH.db,24.24812030075188
HOTAIR,SRPdb_SRP_41_nH.db,23.872180451127818
HOTAIR,SRPdb_SRP_517_nH.db,24.06015037593985
HOTAIR,SRPdb_SRP_674_nH.db,23.30827067669173
HOTAIR,SRPdb_SRP_701_nH.db,24.81203007518797
HOTAIR,SRPdb_SRP_714_nH.db,23.30827067669173
HOTAIR,SRPdb_SRP_78_nH.db,24.24812030075188
HOTAIR,SRPdb_SRP_821_nH.db,24.06015037593985
HOTAIR,SRPdb_SRP_873_nH.db,30.393996247654783
HOTAIR,SRPdb_SRP_95_nH.db,29.643527204502814
HOTAIR,tmRNAdb_tmRNA_194_nH.db,3.8580246913580245
HOTAIR,tmRNAdb_tmRNA_254_nH.db,2.2590361445783134
HOTAIR,tmRNAdb_tmRNA_25_nH.db,2.103681442524418
HOTAIR,tmRNAdb_tmRNA_594_nH.db,2.479338842975207
HOTAIR,tmRNAdb_tmRNA_691_nH.db,2.479338842975207
