Molecola1,Molecola2, LocalComparison
HOTAIR,CRW2_GIII_B_2_nH.db,0.5801906340654787
HOTAIR,CRW2_GIII_B_3_nH.db,0.7484168105929764
HOTAIR,CRW2_GIII_E_10_nH.db,3.4545454545454546
HOTAIR,CRW2_GIII_E_11_nH.db,0.5749486652977412
HOTAIR,CRW2_GIII_E_12_nH.db,0.8748317631224765
HOTAIR,CRW2_GIII_E_13_nH.db,0.6296733569460842
HOTAIR,CRW2_GIII_E_14_nH.db,0.9188361408882083
HOTAIR,CRW2_GIII_E_16_nH.db,1.272264631043257
HOTAIR,CRW2_GIII_E_17_nH.db,1.186623516720604
HOTAIR,CRW2_GIII_E_19_nH.db,1.1494252873563218
HOTAIR,CRW2_GIII_E_20_nH.db,2.1238938053097347
HOTAIR,CRW2_GIII_E_21_nH.db,1.9817073170731707
HOTAIR,CRW2_GIII_E_22_nH.db,1.7684887459807075
HOTAIR,CRW2_GIII_E_23_nH.db,1.935483870967742
HOTAIR,CRW2_GIII_E_24_nH.db,1.4823261117445838
HOTAIR,CRW2_GIII_E_25_nH.db,1.9197207678883073
HOTAIR,CRW2_GIII_E_26_nH.db,0.7139214686384497
HOTAIR,CRW2_GIII_E_27_nH.db,0.7696862048549438
HOTAIR,CRW2_GIII_E_28_nH.db,1.444043321299639
HOTAIR,CRW2_GIII_E_29_nH.db,0.5664488017429193
HOTAIR,CRW2_GIII_E_30_nH.db,1.3565891472868217
HOTAIR,CRW2_GIII_E_31_nH.db,1.477832512315271
HOTAIR,CRW2_GIII_E_32_nH.db,0.6205673758865248
HOTAIR,CRW2_GIII_E_33_nH.db,1.6009852216748768
HOTAIR,CRW2_GIII_E_35_nH.db,2.4282560706401766
HOTAIR,CRW2_GIII_E_4_nH.db,1.8099547511312217
HOTAIR,CRW2_GIII_E_5_nH.db,2.096774193548387
HOTAIR,CRW2_GIII_E_6_nH.db,2.0080321285140563
HOTAIR,CRW2_GIII_E_7_nH.db,1.6591251885369533
HOTAIR,CRW2_GIII_E_8_nH.db,1.694915254237288
HOTAIR,CRW2_GIII_E_9_nH.db,0.6019261637239165
HOTAIR,SRPdb_SRP_131_nH.db,2.9490616621983916
HOTAIR,SRPdb_SRP_233_nH.db,2.9490616621983916
HOTAIR,SRPdb_SRP_244_nH.db,3.2171581769436997
HOTAIR,SRPdb_SRP_41_nH.db,2.680965147453083
HOTAIR,SRPdb_SRP_517_nH.db,2.680965147453083
HOTAIR,SRPdb_SRP_674_nH.db,2.9490616621983916
HOTAIR,SRPdb_SRP_701_nH.db,3.2171581769436997
HOTAIR,SRPdb_SRP_714_nH.db,2.9490616621983916
HOTAIR,SRPdb_SRP_78_nH.db,2.1052631578947367
HOTAIR,SRPdb_SRP_821_nH.db,2.680965147453083
HOTAIR,SRPdb_SRP_873_nH.db,2.4128686327077746
HOTAIR,SRPdb_SRP_95_nH.db,2.4128686327077746
HOTAIR,tmRNAdb_tmRNA_194_nH.db,0.7263922518159807
HOTAIR,tmRNAdb_tmRNA_254_nH.db,0.6885998469778117
HOTAIR,tmRNAdb_tmRNA_25_nH.db,0.6106870229007634
HOTAIR,tmRNAdb_tmRNA_594_nH.db,0.6116207951070336
HOTAIR,tmRNAdb_tmRNA_691_nH.db,0.5355776587605203
